model_id,downloads,tasks,parameters,tags,created_at,license,datasets,model_name,metrics,base_model,languages
superb/wav2vec2-base-superb-er,27357,audio-classification,,"['transformers', 'pytorch', 'wav2vec2', 'audio-classification', 'speech', 'audio', 'en', 'dataset:superb', 'arxiv:2105.01051', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['superb'],,,,en
speechbrain/emotion-recognition-wav2vec2-IEMOCAP,27258,audio-classification,,"['speechbrain', 'audio-classification', 'Emotion', 'Recognition', 'wav2vec2', 'pytorch', 'en', 'dataset:iemocap', 'arxiv:2106.04624', 'license:apache-2.0', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['iemocap'],,['Accuracy'],,en
m-a-p/MERT-v1-330M,23905,audio-classification,330000000.0,"['transformers', 'pytorch', 'mert_model', 'feature-extraction', 'music', 'audio-classification', 'custom_code', 'arxiv:2306.00107', 'license:cc-by-nc-4.0', 'region:us']",2023-03-17 12:07:01+00:00,cc-by-nc-4.0,,,,,
facebook/audiobox-aesthetics,16483,audio-classification,103859112.0,"['safetensors', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'audio-classification', 'arxiv:2502.05139', 'license:cc-by-4.0', 'region:us']",2025-02-13 23:07:40+00:00,cc-by-4.0,,,,,
superb/hubert-base-superb-ks,16147,audio-classification,,"['transformers', 'pytorch', 'hubert', 'audio-classification', 'speech', 'audio', 'en', 'dataset:superb', 'arxiv:2105.01051', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['superb'],,,,en
firdhokk/speech-emotion-recognition-with-openai-whisper-large-v3,14290,audio-classification,637298695.0,"['transformers', 'safetensors', 'whisper', 'audio-classification', 'generated_from_trainer', 'base_model:openai/whisper-large-v3', 'base_model:finetune:openai/whisper-large-v3', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-09-21 12:01:48+00:00,apache-2.0,,speech-emotion-recognition-with-openai-whisper-large-v3,"['accuracy', 'precision', 'recall', 'f1']",openai/whisper-large-v3,
superb/wav2vec2-base-superb-ks,12511,audio-classification,,"['transformers', 'pytorch', 'wav2vec2', 'audio-classification', 'speech', 'audio', 'en', 'dataset:superb', 'arxiv:2105.01051', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['superb'],,,,en
nvidia/diar_sortformer_4spk-v1,10913,audio-classification,,"['nemo', 'speaker-diarization', 'speaker-recognition', 'speech', 'audio', 'Transformer', 'FastConformer', 'Conformer', 'NEST', 'pytorch', 'NeMo', 'audio-classification', 'dataset:fisher_english', 'dataset:NIST_SRE_2004-2010', 'dataset:librispeech', 'dataset:ami_meeting_corpus', 'dataset:voxconverse_v0.3', 'dataset:icsi', 'dataset:aishell4', 'dataset:dihard_challenge-3', 'dataset:NIST_SRE_2000-Disc8_split1', 'arxiv:2409.06656', 'arxiv:2408.13106', 'arxiv:2305.05084', 'arxiv:2310.12371', 'arxiv:1706.03762', 'license:cc-by-nc-4.0', 'model-index', 'region:us']",2024-12-09 19:17:22+00:00,cc-by-nc-4.0,"['fisher_english', 'NIST_SRE_2004-2010', 'librispeech', 'ami_meeting_corpus', 'voxconverse_v0.3', 'icsi', 'aishell4', 'dihard_challenge-3', 'NIST_SRE_2000-Disc8_split1']",diar_sortformer_4spk-v1,['der'],,
classla/wav2vecbert2-filledPause,10484,audio-classification,580495170.0,"['safetensors', 'wav2vec2-bert', 'audio-classification', 'sl', 'hr', 'sr', 'base_model:facebook/w2v-bert-2.0', 'base_model:finetune:facebook/w2v-bert-2.0', 'license:apache-2.0', 'region:us']",2024-08-28 11:51:13+00:00,apache-2.0,,,['f1'],['facebook/w2v-bert-2.0'],"['sl', 'hr', 'sr']"
Aniemore/wavlm-emotion-russian-resd,8640,audio-classification,316509895.0,"['transformers', 'pytorch', 'safetensors', 'wavlm', 'audio-classification', 'doi:10.57967/hf/1276', 'endpoints_compatible', 'region:us']",2023-02-13 17:59:48+00:00,,,,,,
nvidia/bigvgan_v2_22khz_80band_256x,583745,audio-to-audio,,"['PyTorch', 'neural-vocoder', 'audio-generation', 'audio-to-audio', 'arxiv:2206.04658', 'license:mit', 'region:us']",2024-07-15 14:07:18+00:00,mit,,,,,
nvidia/bigvgan_v2_44khz_128band_512x,299241,audio-to-audio,,"['PyTorch', 'neural-vocoder', 'audio-generation', 'audio-to-audio', 'arxiv:2206.04658', 'license:mit', 'region:us']",2024-07-15 14:10:28+00:00,mit,,,,,
facebook/seamless-m4t-v2-large,61535,automatic-speech-recognition,2309249669.0,"['transformers', 'safetensors', 'seamless_m4t_v2', 'feature-extraction', 'audio-to-audio', 'text-to-speech', 'seamless_communication', 'automatic-speech-recognition', 'af', 'am', 'ar', 'as', 'az', 'be', 'bn', 'bs', 'bg', 'ca', 'cs', 'zh', 'cy', 'da', 'de', 'el', 'en', 'et', 'fi', 'fr', 'or', 'om', 'ga', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'ig', 'id', 'is', 'it', 'jv', 'ja', 'kn', 'ka', 'kk', 'mn', 'km', 'ky', 'ko', 'lo', 'ln', 'lt', 'lb', 'lg', 'lv', 'ml', 'mr', 'mk', 'mt', 'mi', 'my', 'nl', 'nb', 'ne', 'ny', 'oc', 'pa', 'ps', 'fa', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sn', 'sd', 'so', 'es', 'sr', 'sv', 'sw', 'ta', 'te', 'tg', 'tl', 'th', 'tr', 'uk', 'ur', 'uz', 'vi', 'wo', 'xh', 'yo', 'ms', 'zu', 'ary', 'arz', 'yue', 'kea', 'arxiv:2312.05187', 'license:cc-by-nc-4.0', 'region:us']",2023-11-29 14:37:04+00:00,cc-by-nc-4.0,,,"['bleu', 'wer', 'chrf']",,"['af', 'am', 'ar', 'as', 'az', 'be', 'bn', 'bs', 'bg', 'ca', 'cs', 'zh', 'cy', 'da', 'de', 'el', 'en', 'et', 'fi', 'fr', 'or', 'om', 'ga', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'ig', 'id', 'is', 'it', 'jv', 'ja', 'kn', 'ka', 'kk', 'mn', 'km', 'ky', 'ko', 'lo', 'ln', 'lt', 'lb', 'lg', 'lv', 'ml', 'mr', 'mk', 'mt', 'mi', 'my', 'nl', 'nb', 'ne', 'ny', 'oc', 'pa', 'ps', 'fa', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sn', 'sd', 'so', 'es', 'sr', 'sv', 'sw', 'ta', 'te', 'tg', 'tl', 'th', 'tr', 'uk', 'ur', 'uz', 'vi', 'wo', 'xh', 'yo', 'ms', 'zu', 'ary', 'arz', 'yue', 'kea']"
speechbrain/metricgan-plus-voicebank,56394,audio-to-audio,,"['speechbrain', 'audio-to-audio', 'speech-enhancement', 'PyTorch', 'en', 'dataset:Voicebank', 'dataset:DEMAND', 'arxiv:2104.03538', 'arxiv:2106.04624', 'license:apache-2.0', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,"['Voicebank', 'DEMAND']",,"['PESQ', 'STOI']",,en
HKUSTAudio/xcodec2,18625,audio-to-audio,822739130.0,"['pytorch', 'safetensors', 'xcodec2', 'audio-to-audio', 'arxiv:2502.04128', 'license:cc-by-nc-4.0', 'region:us']",2025-01-07 06:07:24+00:00,cc-by-nc-4.0,,,,,
speechbrain/sepformer-dns4-16k-enhancement,14711,audio-to-audio,,"['speechbrain', 'audio-to-audio', 'Speech Enhancement', 'DNS-4', 'SepFormer', 'Transformer', 'pytorch', 'Microsoft DNS Challenge', 'Deep Noise Suppression Challenge – ICASSP 2022', 'en', 'de', 'ru', 'fr', 'it', 'es', 'dataset:DNS-4', 'arxiv:2010.13154', 'arxiv:2106.04624', 'license:apache-2.0', 'model-index', 'region:us']",2023-08-06 07:52:45+00:00,apache-2.0,['DNS-4'],sepformer-dns4-16k-enhancement,"['SI-SNR', 'PESQ', 'SIG', 'BAK', 'OVRL']",,"['en', 'de', 'ru', 'fr', 'it', 'es']"
nvidia/bigvgan_v2_24khz_100band_256x,11350,audio-to-audio,,"['PyTorch', 'neural-vocoder', 'audio-generation', 'audio-to-audio', 'arxiv:2206.04658', 'license:mit', 'region:us']",2024-07-15 11:09:36+00:00,mit,,,,,
speechbrain/sepformer-wsj02mix,9537,audio-to-audio,,"['speechbrain', 'Source Separation', 'Speech Separation', 'Audio Source Separation', 'WSJ02Mix', 'SepFormer', 'Transformer', 'audio-to-audio', 'audio-source-separation', 'en', 'dataset:WSJ0-2Mix', 'arxiv:2010.13154', 'arxiv:2106.04624', 'license:apache-2.0', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['WSJ0-2Mix'],,"['SI-SNRi', 'SDRi']",,en
sail-rvc/bruce,5983,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:35:32+00:00,,,,,,
sail-rvc/HomerSimpson2333333,5751,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:23:20+00:00,,,,,,
sail-rvc/Lana_Del_Rey_e1000_s13000,5193,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:25:52+00:00,,,,,,
sail-rvc/Freddie_Mercury__RVC_-_700_Epochs_,5027,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:22:20+00:00,,,,,,
patriotyk/vocos-mel-hifigan-compat-44100khz,4888,audio-to-audio,,"['pytorch', 'tensorboard', 'vocos', 'hifigan', 'tts', 'melspectrogram', 'vocoder', 'mel', 'audio-to-audio', 'arxiv:2306.00814', 'license:mit', 'region:us']",2024-05-10 11:14:29+00:00,mit,,,,,
sail-rvc/Adele__RVC_-_400_Epochs_,4764,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:17:25+00:00,,,,,,
speechbrain/sepformer-wham16k-enhancement,4374,audio-to-audio,,"['speechbrain', 'audio-to-audio', 'Speech Enhancement', 'WHAM!', 'SepFormer', 'Transformer', 'pytorch', 'en', 'dataset:WHAM', 'arxiv:2010.13154', 'arxiv:2106.04624', 'license:apache-2.0', 'region:us']",2022-06-30 23:05:07+00:00,apache-2.0,['WHAM'],,"['SI-SNR', 'PESQ']",,en
speechbrain/mtl-mimic-voicebank,4113,audio-to-audio,,"['speechbrain', 'Robust ASR', 'audio-to-audio', 'speech-enhancement', 'PyTorch', 'en', 'dataset:Voicebank', 'dataset:DEMAND', 'arxiv:2106.04624', 'license:apache-2.0', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,"['Voicebank', 'DEMAND']",,"['WER', 'PESQ', 'COVL']",,en
sail-rvc/Donald_Trump__RVC_v2_,3947,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:21:22+00:00,,,,,,
sail-rvc/rihanna,3745,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:42:51+00:00,,,,,,
sail-rvc/Eminem_e600_s5400,3526,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:21:50+00:00,,,,,,
sail-rvc/XXXTentacion,3438,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:33:56+00:00,,,,,,
sail-rvc/MichaelJackson,3345,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:27:38+00:00,,,,,,
sail-rvc/Ariana_Grande__RVC_v1_,3260,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:18:12+00:00,,,,,,
microsoft/speecht5_vc,3231,audio-to-audio,,"['transformers', 'pytorch', 'speecht5', 'audio', 'audio-to-audio', 'dataset:cmu-arctic', 'arxiv:2110.07205', 'license:mit', 'endpoints_compatible', 'region:us']",2023-02-02 13:01:55+00:00,mit,['cmu-arctic'],,,,
nvidia/bigvgan_22khz_80band,3153,audio-to-audio,,"['PyTorch', 'neural-vocoder', 'audio-generation', 'audio-to-audio', 'arxiv:2206.04658', 'license:mit', 'region:us']",2024-07-15 14:11:54+00:00,mit,,,,,
sail-rvc/Taylor_Swift__RVC_v1_,3092,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:32:40+00:00,,,,,,
sail-rvc/Shrek,2997,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:31:27+00:00,,,,,,
sail-rvc/toad,2967,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:44:21+00:00,,,,,,
sail-rvc/billie-eilish,2927,audio-to-audio,,"['transformers', 'rvc', 'sail-rvc', 'audio-to-audio', 'endpoints_compatible', 'region:us']",2023-07-14 07:35:14+00:00,,,,,,
JorisCos/ConvTasNet_Libri2Mix_sepclean_16k,2853,audio-to-audio,,"['asteroid', 'pytorch', 'audio', 'ConvTasNet', 'audio-to-audio', 'dataset:Libri2Mix', 'dataset:sep_clean', 'license:cc-by-sa-4.0', 'region:us']",2022-03-02 23:29:04+00:00,cc-by-sa-4.0,"['Libri2Mix', 'sep_clean']",,,,
speechbrain/sepformer-whamr,2715,audio-to-audio,,"['speechbrain', 'Source Separation', 'Speech Separation', 'Audio Source Separation', 'WHAM!', 'SepFormer', 'Transformer', 'audio-to-audio', 'audio-source-separation', 'en', 'arxiv:2010.13154', 'arxiv:2106.04624', 'license:apache-2.0', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,,"['SI-SNRi', 'SDRi']",,en
Qwen/Qwen2-Audio-7B-Instruct,124610,audio-text-to-text,8397094912.0,"['transformers', 'safetensors', 'qwen2_audio', 'text2text-generation', 'chat', 'audio', 'audio-text-to-text', 'en', 'arxiv:2407.10759', 'arxiv:2311.07919', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-07-31 09:22:21+00:00,apache-2.0,,,,,['en']
fixie-ai/ultravox-v0_3,108970,audio-text-to-text,8063825920.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'en', 'dataset:fixie-ai/librispeech_asr', 'dataset:fixie-ai/common_voice_17_0', 'license:mit', 'region:us']",2024-07-25 19:14:43+00:00,mit,"['fixie-ai/librispeech_asr', 'fixie-ai/common_voice_17_0']",,,,['en']
fixie-ai/ultravox-v0_5-llama-3_2-1b,102704,audio-text-to-text,683118592.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'ar', 'be', 'bg', 'bn', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'fa', 'fi', 'fr', 'gl', 'hi', 'hu', 'it', 'ja', 'ka', 'lt', 'lv', 'mk', 'mr', 'nl', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sr', 'sv', 'sw', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'zh', 'license:mit', 'region:us']",2025-02-06 22:48:54+00:00,mit,,,['bleu'],,"['ar', 'be', 'bg', 'bn', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'fa', 'fi', 'fr', 'gl', 'hi', 'hu', 'it', 'ja', 'ka', 'lt', 'lv', 'mk', 'mr', 'nl', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sr', 'sv', 'sw', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'zh']"
Qwen/Qwen-Audio-Chat,66784,text-generation,8396222464.0,"['transformers', 'safetensors', 'qwen', 'text-generation', 'audio-text-to-text', 'custom_code', 'zh', 'en', 'arxiv:2311.07919', 'autotrain_compatible', 'region:us']",2023-11-30 09:38:13+00:00,,,,,,"['zh', 'en']"
fixie-ai/ultravox-v0_4,43970,audio-text-to-text,8072216576.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'en', 'ar', 'de', 'es', 'fr', 'it', 'ja', 'pt', 'ru', 'dataset:fixie-ai/librispeech_asr', 'dataset:fixie-ai/common_voice_17_0', 'dataset:fixie-ai/peoples_speech', 'dataset:fnlp/AnyInstruct', 'license:mit', 'region:us']",2024-08-23 16:44:31+00:00,mit,"['fixie-ai/librispeech_asr', 'fixie-ai/common_voice_17_0', 'fixie-ai/peoples_speech', 'fnlp/AnyInstruct']",,['bleu'],,"['en', 'ar', 'de', 'es', 'fr', 'it', 'ja', 'pt', 'ru']"
Qwen/Qwen2-Audio-7B,16636,audio-text-to-text,8397094912.0,"['transformers', 'safetensors', 'qwen2_audio', 'text2text-generation', 'chat', 'audio', 'audio-text-to-text', 'en', 'arxiv:2407.10759', 'arxiv:2311.07919', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-07-16 07:59:04+00:00,apache-2.0,,,,,['en']
NexaAIDev/Qwen2-Audio-7B-GGUF,8668,audio-text-to-text,,"['gguf', 'audio-text-to-text', 'chat', 'audio', 'GGUF', 'en', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'conversational']",2024-10-23 22:26:23+00:00,apache-2.0,,,,,['en']
fixie-ai/ultravox-v0_4_1-llama-3_1-8b,5720,audio-text-to-text,50345984.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'ar', 'de', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pt', 'ru', 'sv', 'tr', 'uk', 'zh', 'dataset:fixie-ai/librispeech_asr', 'dataset:fixie-ai/common_voice_17_0', 'dataset:fixie-ai/peoples_speech', 'dataset:fixie-ai/gigaspeech', 'dataset:fixie-ai/multilingual_librispeech', 'dataset:fixie-ai/wenetspeech', 'dataset:fixie-ai/covost2', 'license:mit', 'region:us']",2024-11-05 03:24:47+00:00,mit,"['fixie-ai/librispeech_asr', 'fixie-ai/common_voice_17_0', 'fixie-ai/peoples_speech', 'fixie-ai/gigaspeech', 'fixie-ai/multilingual_librispeech', 'fixie-ai/wenetspeech', 'fixie-ai/covost2']",,['bleu'],,"['ar', 'de', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pt', 'ru', 'sv', 'tr', 'uk', 'zh']"
fixie-ai/ultravox-v0_5-llama-3_1-8b,5326,audio-text-to-text,687312896.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'ar', 'be', 'bg', 'bn', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'fa', 'fi', 'fr', 'gl', 'hi', 'hu', 'it', 'ja', 'ka', 'lt', 'lv', 'mk', 'mr', 'nl', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sr', 'sv', 'sw', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'zh', 'license:mit', 'region:us']",2025-02-05 19:51:30+00:00,mit,,,['bleu'],,"['ar', 'be', 'bg', 'bn', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'fa', 'fi', 'fr', 'gl', 'hi', 'hu', 'it', 'ja', 'ka', 'lt', 'lv', 'mk', 'mr', 'nl', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sr', 'sv', 'sw', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'zh']"
Qwen/Qwen-Audio,3639,text-generation,8396222464.0,"['transformers', 'safetensors', 'qwen', 'text-generation', 'audio-text-to-text', 'custom_code', 'zh', 'en', 'arxiv:2311.07919', 'autotrain_compatible', 'region:us']",2023-11-30 08:52:37+00:00,,,,,,"['zh', 'en']"
fixie-ai/ultravox-v0_5-llama-3_3-70b,3507,audio-text-to-text,695701504.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'ar', 'be', 'bg', 'bn', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'fa', 'fi', 'fr', 'gl', 'hi', 'hu', 'it', 'ja', 'ka', 'lt', 'lv', 'mk', 'mr', 'nl', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sr', 'sv', 'sw', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'zh', 'license:mit', 'region:us']",2025-01-31 18:01:49+00:00,mit,,,['bleu'],,"['ar', 'be', 'bg', 'bn', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'fa', 'fi', 'fr', 'gl', 'hi', 'hu', 'it', 'ja', 'ka', 'lt', 'lv', 'mk', 'mr', 'nl', 'pl', 'pt', 'ro', 'ru', 'sk', 'sl', 'sr', 'sv', 'sw', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'zh']"
fixie-ai/ultravox-v0_4_1-mistral-nemo,1440,audio-text-to-text,52444160.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'ar', 'de', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pt', 'ru', 'sv', 'tr', 'uk', 'zh', 'dataset:fixie-ai/librispeech_asr', 'dataset:fixie-ai/common_voice_17_0', 'dataset:fixie-ai/peoples_speech', 'dataset:fixie-ai/gigaspeech', 'dataset:fixie-ai/multilingual_librispeech', 'dataset:fixie-ai/wenetspeech', 'dataset:fixie-ai/covost2', 'license:mit', 'region:us']",2024-11-07 22:46:20+00:00,mit,"['fixie-ai/librispeech_asr', 'fixie-ai/common_voice_17_0', 'fixie-ai/peoples_speech', 'fixie-ai/gigaspeech', 'fixie-ai/multilingual_librispeech', 'fixie-ai/wenetspeech', 'fixie-ai/covost2']",,['bleu'],,"['ar', 'de', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pt', 'ru', 'sv', 'tr', 'uk', 'zh']"
sarvamai/shuka-1,933,audio-text-to-text,8725780480.0,"['transformers', 'safetensors', 'shuka', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'en', 'hi', 'license:llama3', 'region:us']",2024-08-08 21:45:22+00:00,llama3,,,,,"['en', 'hi']"
mradermacher/Speechless-llama3.2-v0.1-i1-GGUF,759,audio-text-to-text,,"['transformers', 'gguf', 'sound language model', 'audio-text-to-text', 'torchtune', 'whisperspeech', 'en', 'vi', 'dataset:homebrewltd/Ichigo-tokenized-v0.1', 'base_model:homebrewltd/Speechless-llama3.2-v0.1', 'base_model:quantized:homebrewltd/Speechless-llama3.2-v0.1', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix']",2025-03-10 11:21:58+00:00,apache-2.0,['homebrewltd/Ichigo-tokenized-v0.1'],,,homebrewltd/Speechless-llama3.2-v0.1,"['en', 'vi']"
fixie-ai/ultravox-v0_4_1-llama-3_1-70b,754,audio-text-to-text,58738688.0,"['transformers', 'safetensors', 'ultravox', 'feature-extraction', 'audio-text-to-text', 'custom_code', 'ar', 'de', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pt', 'ru', 'sv', 'tr', 'uk', 'zh', 'dataset:fixie-ai/librispeech_asr', 'dataset:fixie-ai/common_voice_17_0', 'dataset:fixie-ai/peoples_speech', 'dataset:fixie-ai/gigaspeech', 'dataset:fixie-ai/multilingual_librispeech', 'dataset:fixie-ai/wenetspeech', 'dataset:fixie-ai/covost2', 'license:mit', 'region:us']",2024-11-05 17:20:47+00:00,mit,"['fixie-ai/librispeech_asr', 'fixie-ai/common_voice_17_0', 'fixie-ai/peoples_speech', 'fixie-ai/gigaspeech', 'fixie-ai/multilingual_librispeech', 'fixie-ai/wenetspeech', 'fixie-ai/covost2']",,['bleu'],,"['ar', 'de', 'en', 'es', 'fr', 'hi', 'it', 'ja', 'nl', 'pt', 'ru', 'sv', 'tr', 'uk', 'zh']"
stepfun-ai/Step-Audio-Chat,736,audio-text-to-text,131946590208.0,"['safetensors', 'step1', 'audio-text-to-text', 'custom_code', 'license:apache-2.0', 'region:us']",2025-02-13 14:48:02+00:00,apache-2.0,,,,,
mradermacher/Ichigo-llama3.1-s-instruct-v0.4-i1-GGUF,627,audio-text-to-text,,"['transformers', 'gguf', 'sound language model', 'audio-text-to-text', 'torchtune', 'en', 'dataset:homebrewltd/instruction-speech-whispervq-v2', 'base_model:homebrewltd/Ichigo-llama3.1-s-instruct-v0.4', 'base_model:quantized:homebrewltd/Ichigo-llama3.1-s-instruct-v0.4', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",2024-11-08 23:27:36+00:00,apache-2.0,['homebrewltd/instruction-speech-whispervq-v2'],,,homebrewltd/Ichigo-llama3.1-s-instruct-v0.4,['en']
SeaLLMs/SeaLLMs-Audio-7B,617,audio-text-to-text,8285619200.0,"['safetensors', 'qwen2_audio', 'seallms-audio', 'speech', 'audio', 'SEA', 'audio-text-to-text', 'en', 'zh', 'id', 'vi', 'th', 'arxiv:2407.19672', 'license:other', 'region:us']",2025-03-13 14:14:12+00:00,other,,,,,"['en', 'zh', 'id', 'vi', 'th']"
homebrewltd/Ichigo-llama3.1-s-instruct-v0.4,483,audio-text-to-text,8034480128.0,"['safetensors', 'llama', 'sound language model', 'audio-text-to-text', 'torchtune', 'en', 'dataset:homebrewltd/instruction-speech-whispervq-v2', 'arxiv:2406.16020', 'license:apache-2.0', 'region:us']",2024-11-08 02:50:30+00:00,apache-2.0,['homebrewltd/instruction-speech-whispervq-v2'],,,,['en']
beita6969/DeepSeek-R1-Distill-Qwen-32B-Medical,464,audio-text-to-text,32763876352.0,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'unsloth', 'trl', 'sft', 'audio-text-to-text', 'en', 'dataset:shibing624/medical', 'arxiv:1910.09700', 'base_model:deepseek-ai/DeepSeek-R1', 'base_model:finetune:deepseek-ai/DeepSeek-R1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2025-02-24 10:29:34+00:00,,['shibing624/medical'],,['accuracy'],['deepseek-ai/DeepSeek-R1'],['en']
